CustomerID,Gender,Age,Region,CustomerSegment,PreferredPaymentMethod,CustomerTenure_Months,Recency_Days,PurchaseFrequency,AvgOrderValue,TotalRevenue,TotalItemsBought,TotalReturns,FavouriteCategory,CLV
CUST_0243,Female,64,South America,Budget,PayPal,29.6,584,3,157.54,472.63,10,0,Sports,191.6
CUST_0244,Male,53,South America,Budget,Bank Transfer,60.9,130,7,132.5,927.5,27,1,Books,169.7
CUST_0245,Male,64,Asia,Premium,Credit Card,40.5,87,6,1608.96,9653.76,15,2,Electronics,2383.64
CUST_0246,Female,39,Asia,Premium,Credit Card,49.9,125,6,2438.46,14630.79,21,0,Electronics,3518.42
CUST_0247,Male,51,South America,Mid-Range,Bank Transfer,44.2,116,8,463.27,3706.17,23,2,Fashion,880.42
CUST_0248,Male,64,South America,Budget,Debit Card,60.3,214,6,63.6,381.63,13,0,Books,75.94
CUST_0249,Male,25,Europe,Budget,PayPal,57.1,101,3,160.65,481.95,11,2,Electronics,67.52
CUST_0250,Male,57,Europe,Budget,PayPal,29.2,211,4,131.02,524.08,12,1,Home & Garden,188.45
CUST_0251,Female,66,Asia,Mid-Range,PayPal,48.5,341,5,513.77,2568.86,21,1,Sports,572.03
CUST_0252,Male,61,North America,Mid-Range,Debit Card,30.9,105,7,421.7,2951.91,19,0,Beauty,1146.37
CUST_0253,Female,36,South America,Premium,PayPal,32.5,34,2,1147.63,2295.26,6,1,Electronics,635.61
CUST_0254,Male,59,Europe,Mid-Range,PayPal,33.4,116,5,384.4,1921.99,15,0,Home & Garden,690.54
CUST_0255,Male,58,Asia,Budget,Bank Transfer,50.4,371,4,189.75,759.0,18,0,Books,180.71
CUST_0256,Male,54,Europe,Mid-Range,Debit Card,52.7,199,7,294.39,2060.72,20,2,Fashion,402.2
CUST_0257,Male,23,South America,Mid-Range,Credit Card,58.9,755,4,487.08,1948.34,12,0,Beauty,396.94
CUST_0258,Female,69,South America,Mid-Range,Bank Transfer,52.7,479,3,338.43,1015.29,10,0,Fashion,231.19
CUST_0259,Female,43,Africa,Mid-Range,Bank Transfer,30.9,113,8,438.5,3507.96,21,2,Beauty,1192.04
CUST_0260,Male,51,North America,Premium,Credit Card,41.6,330,7,3112.19,21785.32,24,1,Electronics,5835.36
CUST_0261,Male,62,Africa,Premium,Bank Transfer,28.6,254,3,2762.5,8287.5,14,0,Electronics,3477.27
CUST_0262,Female,23,Asia,Budget,Debit Card,58.2,27,8,88.77,710.16,29,0,Fashion,146.42
CUST_0263,Male,54,Europe,Budget,PayPal,58.0,55,5,95.62,478.11,11,0,Sports,98.92
CUST_0264,Male,50,Asia,Mid-Range,Debit Card,35.9,999,0,0.0,0.0,0,0,Unknown,0.0
CUST_0265,Male,39,South America,Budget,Credit Card,44.3,666,4,119.23,476.91,10,0,Sports,129.19
CUST_0266,Female,38,Africa,Budget,Credit Card,33.1,294,4,148.98,595.94,15,1,Sports,189.04
CUST_0267,Female,23,Africa,Budget,Bank Transfer,58.6,262,5,181.63,908.14,16,1,Books,167.37
CUST_0268,Female,23,Africa,Mid-Range,Debit Card,35.0,118,6,454.15,2724.88,20,1,Beauty,856.4
CUST_0269,Male,65,Asia,Budget,Debit Card,42.7,196,4,114.21,456.83,12,0,Beauty,128.39
CUST_0270,Male,21,South America,Mid-Range,Credit Card,34.8,954,2,66.6,133.21,2,0,Beauty,45.93
CUST_0271,Female,47,Europe,Premium,Debit Card,56.6,109,4,1786.47,7145.88,9,1,Fashion,1325.65
CUST_0272,Female,28,Europe,Budget,Credit Card,56.5,71,4,130.36,521.44,14,0,Beauty,110.75
CUST_0273,Female,47,Asia,Budget,Debit Card,38.4,82,6,180.89,1085.36,25,1,Books,310.9
CUST_0274,Female,48,Africa,Budget,Debit Card,44.7,68,6,49.69,298.14,15,1,Books,73.37
CUST_0275,Male,41,North America,Premium,Debit Card,28.6,48,9,1621.36,14592.26,19,1,Beauty,5782.47
CUST_0276,Female,26,Asia,Budget,Credit Card,42.2,127,8,121.17,969.33,30,1,Electronics,258.42
CUST_0277,Male,20,Asia,Budget,Bank Transfer,55.3,57,6,144.37,866.2,21,0,Home & Garden,187.97
CUST_0278,Female,68,South America,Budget,Debit Card,51.9,550,3,135.65,406.95,6,0,Books,94.09
CUST_0279,Male,48,Europe,Mid-Range,Credit Card,42.9,113,4,334.73,1338.93,10,0,Toys,374.52
CUST_0280,Female,57,Asia,Mid-Range,Credit Card,31.1,68,3,653.77,1961.32,9,0,Beauty,756.78
CUST_0281,Female,54,Asia,Mid-Range,Debit Card,40.2,99,4,438.64,1754.54,11,0,Toys,523.75
CUST_0282,Female,53,Africa,Premium,Debit Card,46.5,51,4,1320.33,5281.31,9,0,Books,1362.92
CUST_0283,Female,41,Africa,Budget,Bank Transfer,28.0,636,4,150.33,601.33,13,1,Food & Grocery,225.5
CUST_0284,Male,48,North America,Premium,Credit Card,53.7,141,4,2274.17,9096.68,12,1,Electronics,1778.68
CUST_0285,Female,23,South America,Budget,Credit Card,29.2,301,5,51.63,258.13,15,2,Electronics,84.87
CUST_0286,Male,19,North America,Premium,PayPal,42.5,20,6,2371.97,14231.82,18,1,Beauty,3683.53
CUST_0287,Male,37,Africa,Mid-Range,Credit Card,35.1,241,2,191.03,382.06,6,0,Beauty,130.62
CUST_0288,Male,45,Europe,Premium,Bank Transfer,36.0,9,4,2156.97,8627.87,11,0,Food & Grocery,2875.96
CUST_0289,Male,28,Africa,Budget,PayPal,37.4,448,3,44.69,134.06,8,0,Beauty,43.02
CUST_0290,Female,21,South America,Budget,PayPal,54.1,35,9,83.26,749.31,22,1,Fashion,156.98
CUST_0291,Male,32,Africa,Budget,PayPal,36.6,236,4,63.0,251.99,9,0,Toys,82.62
CUST_0292,Male,23,South America,Budget,Debit Card,50.3,193,5,39.05,195.26,10,1,Toys,41.92
CUST_0293,Male,66,South America,Budget,Debit Card,47.3,139,4,191.26,765.05,16,2,Fashion,145.57
CUST_0294,Female,47,South America,Budget,Credit Card,38.0,171,1,287.21,287.21,5,0,Toys,90.7
CUST_0295,Female,55,South America,Budget,PayPal,38.7,717,5,81.22,406.09,11,0,Food & Grocery,125.92
CUST_0296,Female,68,South America,Mid-Range,Bank Transfer,48.2,339,3,552.1,1656.3,8,0,Toys,412.36
CUST_0297,Female,19,Europe,Premium,Debit Card,46.0,55,8,2288.16,18305.3,21,4,Electronics,3581.47
CUST_0298,Male,32,North America,Mid-Range,Bank Transfer,30.2,230,6,460.24,2761.42,23,0,Books,1097.26
CUST_0299,Male,28,Asia,Budget,Bank Transfer,43.3,41,2,87.88,175.75,3,0,Sports,48.71
CUST_0300,Female,25,North America,Mid-Range,Debit Card,45.5,151,8,426.44,3411.52,22,1,Toys,843.51
CUST_0301,Male,43,South America,Budget,Debit Card,56.8,218,6,95.42,572.51,17,0,Home & Garden,120.95
CUST_0302,Male,68,Europe,Premium,Debit Card,52.5,106,6,3100.36,18602.16,22,0,Food & Grocery,4251.92
CUST_0303,Male,62,Africa,Budget,Debit Card,53.2,138,7,97.57,683.02,27,1,Fashion,143.05
CUST_0304,Female,61,Europe,Mid-Range,PayPal,58.7,113,3,283.49,850.47,10,1,Beauty,144.88
CUST_0305,Female,22,South America,Premium,PayPal,49.4,256,4,1838.68,7354.7,9,2,Beauty,1339.93
CUST_0306,Male,23,Europe,Premium,PayPal,60.2,3,8,2052.2,16417.57,19,0,Toys,3272.61
CUST_0307,Female,43,Europe,Mid-Range,PayPal,40.8,378,5,477.85,2389.25,16,0,Sports,702.72
CUST_0308,Female,21,South America,Premium,Credit Card,42.0,118,9,2656.39,23907.52,28,2,Electronics,6071.75
CUST_0309,Female,36,Europe,Premium,PayPal,53.1,7,6,2424.17,14545.03,19,1,Sports,3013.09
CUST_0310,Female,37,Asia,Mid-Range,Debit Card,40.8,53,7,339.48,2376.38,18,1,Books,649.01
CUST_0311,Female,50,Asia,Mid-Range,Bank Transfer,53.4,142,7,288.84,2021.88,15,0,Fashion,454.36
CUST_0312,Male,37,Europe,Mid-Range,PayPal,60.7,300,6,621.87,3731.2,22,0,Books,737.64
CUST_0313,Female,66,Africa,Mid-Range,Credit Card,58.5,548,3,652.55,1957.66,15,0,Books,401.57
CUST_0314,Male,29,South America,Mid-Range,Debit Card,36.8,102,6,393.13,2358.78,18,1,Books,705.07
CUST_0315,Male,64,Asia,Mid-Range,Bank Transfer,39.4,51,9,418.28,3764.53,24,1,Books,1082.86
CUST_0316,Female,18,Africa,Budget,Bank Transfer,58.9,630,3,49.09,147.27,5,0,Electronics,30.0
CUST_0317,Male,43,Europe,Budget,PayPal,53.1,51,6,93.23,559.39,17,1,Home & Garden,115.88
CUST_0318,Male,31,Africa,Budget,Bank Transfer,58.6,60,5,129.77,648.85,19,0,Beauty,132.87
CUST_0319,Male,55,North America,Budget,PayPal,30.0,266,3,67.37,202.1,4,1,Beauty,67.37
CUST_0320,Female,54,Asia,Budget,PayPal,59.8,25,4,116.66,466.65,13,0,Sports,93.64
CUST_0321,Female,28,Europe,Mid-Range,Debit Card,31.6,126,7,563.37,3943.62,23,0,Home & Garden,1497.57
CUST_0322,Male,53,South America,Budget,Debit Card,49.6,131,2,125.6,251.2,6,0,Books,60.77
CUST_0323,Female,30,Europe,Premium,Credit Card,58.5,476,3,1601.73,4805.19,10,1,Fashion,821.4
CUST_0324,Female,60,South America,Budget,Debit Card,43.4,211,3,65.43,196.29,11,0,Electronics,54.27
CUST_0325,Female,20,Europe,Budget,Debit Card,52.8,7,5,61.01,305.06,10,0,Beauty,69.33
CUST_0326,Female,50,Africa,Mid-Range,PayPal,51.4,130,5,479.57,2397.84,17,0,Electronics,559.81
CUST_0327,Male,23,Africa,Mid-Range,Debit Card,38.1,1324,1,159.51,159.51,1,0,Electronics,50.24
CUST_0328,Male,67,Africa,Budget,PayPal,44.3,752,3,72.18,216.55,8,0,Electronics,58.66
CUST_0329,Female,27,North America,Premium,PayPal,53.6,226,5,2148.21,10741.04,16,1,Toys,2164.24
CUST_0330,Female,22,South America,Premium,Debit Card,42.5,50,4,1145.92,4583.68,10,1,Beauty,1132.44
CUST_0331,Male,40,Africa,Budget,Credit Card,56.4,117,5,135.07,675.35,15,0,Books,143.69
CUST_0332,Male,27,North America,Budget,Credit Card,36.2,101,7,105.54,738.76,20,1,Electronics,227.41
CUST_0333,Female,61,South America,Premium,Bank Transfer,29.0,620,6,1730.98,10385.91,19,0,Beauty,4297.61
CUST_0334,Male,19,Europe,Mid-Range,Bank Transfer,30.8,11,9,556.42,5007.79,32,0,Beauty,1951.08
CUST_0335,Female,30,North America,Mid-Range,Debit Card,41.4,89,6,517.57,3105.42,21,1,Books,825.11
CUST_0336,Female,57,Asia,Premium,Credit Card,41.2,108,5,2188.56,10942.8,15,1,Beauty,2868.5
CUST_0337,Male,19,North America,Budget,PayPal,44.8,160,7,94.66,662.62,15,1,Electronics,164.81
CUST_0338,Male,37,North America,Mid-Range,Bank Transfer,52.6,53,7,340.96,2386.72,20,3,Toys,427.82
CUST_0339,Female,18,South America,Budget,PayPal,34.1,269,4,65.65,262.61,9,0,Food & Grocery,92.41
CUST_0340,Female,54,Europe,Mid-Range,Bank Transfer,44.8,204,4,271.39,1085.57,13,0,Books,290.77
CUST_0341,Male,26,Asia,Mid-Range,Debit Card,33.4,85,5,853.54,4267.72,19,0,Books,1533.31
CUST_0342,Female,34,Africa,Mid-Range,Credit Card,47.0,1054,1,636.6,636.6,4,0,Sports,162.54
CUST_0343,Male,26,Africa,Budget,Bank Transfer,54.4,309,3,103.28,309.85,9,0,Food & Grocery,68.35
CUST_0344,Female,28,North America,Budget,Credit Card,57.7,416,5,86.1,430.5,12,0,Beauty,89.53
CUST_0345,Male,32,South America,Mid-Range,PayPal,57.6,494,3,320.08,960.23,9,0,Books,200.05
CUST_0346,Male,41,South America,Mid-Range,Debit Card,38.4,565,8,507.19,4057.55,27,2,Food & Grocery,1109.48
CUST_0347,Male,55,Africa,Mid-Range,Credit Card,46.2,50,3,213.6,640.81,10,0,Food & Grocery,166.44
CUST_0348,Female,52,Asia,Budget,Debit Card,48.8,128,1,95.4,95.4,3,0,Electronics,23.46
CUST_0349,Female,47,Europe,Premium,Credit Card,46.5,219,5,3303.5,16517.51,18,0,Books,4262.58
CUST_0350,Male,48,Asia,Budget,PayPal,46.9,1074,2,156.28,312.55,6,1,Food & Grocery,59.98
CUST_0351,Female,66,Europe,Premium,PayPal,45.0,29,7,2304.88,16134.15,18,0,Beauty,4302.44
CUST_0352,Male,22,Africa,Budget,Debit Card,31.4,424,2,31.06,62.13,6,0,Home & Garden,23.74
CUST_0353,Male,61,Europe,Mid-Range,PayPal,36.0,245,7,323.49,2264.43,22,0,Books,754.81
CUST_0354,Female,67,South America,Budget,Bank Transfer,59.1,999,0,0.0,0.0,0,0,Unknown,0.0
CUST_0355,Female,31,North America,Premium,Credit Card,37.9,35,5,2432.29,12161.46,12,0,Books,3850.59
CUST_0356,Male,28,North America,Mid-Range,PayPal,38.6,34,3,549.89,1649.68,11,0,Books,512.85
CUST_0357,Female,26,Africa,Budget,Bank Transfer,38.9,11,7,108.43,758.99,24,0,Fashion,234.14
CUST_0358,Female,51,South America,Budget,Debit Card,57.6,15,5,111.19,555.96,14,1,Toys,104.24
CUST_0359,Male,29,Asia,Budget,Bank Transfer,58.8,108,3,67.18,201.54,6,0,Fashion,41.13
CUST_0360,Male,52,South America,Budget,Debit Card,47.2,136,8,105.8,846.36,29,0,Home & Garden,215.19
CUST_0361,Female,52,North America,Premium,Debit Card,36.1,22,5,3132.67,15663.35,18,0,Beauty,5206.65
CUST_0362,Male,18,North America,Mid-Range,Credit Card,49.3,90,9,364.49,3280.4,25,2,Sports,709.76
CUST_0363,Male,57,South America,Mid-Range,Credit Card,33.6,395,3,513.51,1540.54,10,2,Beauty,366.79
CUST_0364,Female,39,South America,Mid-Range,Bank Transfer,31.5,42,5,395.06,1975.3,13,2,Food & Grocery,602.0
CUST_0365,Male,46,North America,Mid-Range,Credit Card,57.2,487,4,377.41,1509.63,10,0,Food & Grocery,316.71
CUST_0366,Male,25,Asia,Budget,Credit Card,52.4,9,7,63.44,444.11,18,0,Electronics,101.7
CUST_0367,Female,28,Africa,Budget,Credit Card,54.4,107,4,148.28,593.1,13,0,Beauty,130.84
CUST_0368,Female,58,Africa,Mid-Range,Bank Transfer,54.4,9,5,263.33,1316.66,10,0,Books,290.44
CUST_0369,Male,54,South America,Premium,PayPal,42.6,535,4,1498.64,5994.54,11,0,Beauty,1688.61
CUST_0370,Male,31,Africa,Budget,Credit Card,45.6,327,3,146.7,440.11,11,0,Books,115.82
CUST_0371,Female,47,North America,Budget,Credit Card,56.1,204,5,154.77,773.87,17,1,Beauty,148.98
CUST_0372,Female,52,North America,Mid-Range,Bank Transfer,46.5,226,4,409.68,1638.71,11,1,Fashion,370.03
CUST_0373,Female,38,South America,Premium,PayPal,54.7,433,6,2000.33,12001.98,14,0,Sports,2632.98
CUST_0374,Female,54,South America,Budget,Credit Card,51.4,584,3,123.51,370.53,7,1,Beauty,72.09
CUST_0375,Male,22,South America,Mid-Range,Debit Card,45.1,1172,3,510.7,1532.1,12,0,Electronics,407.65
CUST_0376,Female,36,Asia,Premium,Bank Transfer,52.4,5,6,1687.13,10122.79,17,0,Beauty,2318.19
CUST_0377,Female,31,Africa,Budget,Credit Card,31.1,72,8,96.85,774.81,20,1,Beauty,280.27
CUST_0378,Male,43,South America,Budget,Credit Card,29.4,36,8,152.7,1221.62,28,5,Home & Garden,342.8
CUST_0379,Female,21,Europe,Mid-Range,Debit Card,58.3,60,9,467.65,4208.86,29,4,Food & Grocery,673.8
CUST_0380,Male,42,Europe,Premium,Debit Card,45.8,65,9,2629.6,23666.36,29,0,Beauty,6200.8
CUST_0381,Female,62,North America,Budget,Bank Transfer,33.3,190,4,127.03,508.11,16,0,Beauty,183.11
CUST_0382,Female,59,Africa,Mid-Range,Bank Transfer,31.5,53,8,494.95,3959.59,30,2,Toys,1319.87
CUST_0383,Female,42,South America,Mid-Range,Debit Card,31.7,1328,3,499.75,1499.25,11,1,Food & Grocery,472.95
CUST_0384,Male,35,Europe,Mid-Range,Bank Transfer,42.1,287,8,523.18,4185.44,26,1,Food & Grocery,1118.44
CUST_0385,Male,57,Africa,Mid-Range,Debit Card,57.6,178,4,321.12,1284.49,10,0,Home & Garden,267.6
CUST_0386,Female,25,North America,Mid-Range,Credit Card,59.2,268,2,457.86,915.73,4,1,Electronics,139.21
CUST_0387,Male,56,Asia,Mid-Range,Debit Card,38.7,293,9,335.64,3020.79,21,1,Beauty,884.63
CUST_0388,Male,57,Africa,Mid-Range,Debit Card,42.5,187,3,435.95,1307.85,10,2,Books,246.18
CUST_0389,Male,31,Africa,Mid-Range,PayPal,32.4,295,6,371.54,2229.22,20,0,Toys,825.64
CUST_0390,Male,49,Asia,Mid-Range,Debit Card,60.4,308,5,519.3,2596.52,16,0,Fashion,515.86
CUST_0391,Male,68,Africa,Premium,Debit Card,27.8,35,7,1656.35,11594.47,22,0,Electronics,5004.8
CUST_0392,Male,55,North America,Budget,PayPal,57.7,1,7,192.98,1350.86,29,2,Fashion,240.81
CUST_0393,Female,50,North America,Premium,Bank Transfer,29.3,300,3,1783.45,5350.35,8,0,Beauty,2191.27
CUST_0394,Female,40,Asia,Premium,PayPal,35.2,112,8,3468.09,27744.71,31,0,Sports,9458.43
CUST_0395,Male,32,South America,Budget,Credit Card,31.9,750,2,127.0,254.0,5,0,Beauty,95.55
CUST_0396,Female,50,Europe,Mid-Range,PayPal,52.8,244,4,144.06,576.22,6,1,Food & Grocery,114.59
CUST_0397,Female,42,South America,Mid-Range,Credit Card,55.2,162,3,327.14,981.41,8,1,Books,177.79
CUST_0398,Female,34,Africa,Budget,Bank Transfer,47.0,109,8,126.21,1009.68,31,0,Beauty,257.79
CUST_0399,Female,50,Europe,Budget,PayPal,44.3,738,5,72.96,364.82,13,0,Sports,98.82
CUST_0400,Male,64,Asia,Budget,PayPal,44.5,21,6,102.2,613.22,13,2,Fashion,137.8
CUST_0401,Female,19,Asia,Budget,Bank Transfer,53.6,229,8,79.97,639.77,20,0,Beauty,143.23
CUST_0402,Female,31,Europe,Premium,Credit Card,31.4,1004,5,2058.65,10293.23,14,1,Beauty,3540.35
CUST_0403,Male,57,North America,Budget,PayPal,47.2,689,5,96.01,480.06,13,0,Beauty,122.05
CUST_0404,Male,57,Europe,Premium,Credit Card,30.1,209,6,2990.47,17942.84,21,0,Electronics,7153.28
CUST_0405,Female,68,Africa,Mid-Range,PayPal,58.9,87,7,387.23,2710.61,20,0,Home & Garden,552.25
CUST_0406,Female,56,North America,Premium,Debit Card,55.3,180,8,2085.03,16680.23,24,2,Electronics,3167.13
CUST_0407,Female,68,Asia,Mid-Range,PayPal,48.0,1026,2,911.47,1822.94,9,0,Electronics,455.74
CUST_0408,Female,23,Europe,Budget,Bank Transfer,60.8,73,8,164.68,1317.42,28,2,Electronics,227.52
CUST_0409,Female,23,South America,Mid-Range,Bank Transfer,47.6,82,7,460.77,3225.41,19,1,Fashion,755.04
CUST_0410,Female,20,South America,Budget,Credit Card,51.9,527,1,172.57,172.57,5,1,Toys,19.95
CUST_0411,Male,24,Africa,Mid-Range,PayPal,29.3,345,9,678.58,6107.24,31,1,Beauty,2362.29
CUST_0412,Female,68,South America,Premium,Credit Card,34.2,67,4,2638.4,10553.58,12,0,Electronics,3703.02
CUST_0413,Female,25,Europe,Budget,Credit Card,34.1,445,1,82.53,82.53,3,0,Toys,29.04
CUST_0414,Male,59,Europe,Budget,Debit Card,45.4,255,3,102.14,306.42,9,0,Sports,80.99
CUST_0415,Male,69,South America,Mid-Range,Debit Card,51.2,252,4,404.24,1616.96,12,1,Beauty,331.6
CUST_0416,Male,32,Europe,Premium,Bank Transfer,46.5,56,8,3096.73,24773.88,28,0,Beauty,6393.25
CUST_0417,Male,64,Africa,Mid-Range,Credit Card,37.1,1036,2,187.26,374.52,2,0,Books,121.14
CUST_0418,Female,46,North America,Budget,Bank Transfer,28.2,430,1,47.54,47.54,4,0,Home & Garden,20.23
CUST_0419,Female,50,Africa,Mid-Range,PayPal,36.0,2,6,508.23,3049.39,20,0,Food & Grocery,1016.46
CUST_0420,Female,69,Africa,Budget,Credit Card,34.2,34,2,63.72,127.44,6,1,Beauty,33.54
CUST_0421,Female,47,Europe,Mid-Range,Credit Card,41.9,343,5,492.34,2461.68,17,0,Home & Garden,705.02
CUST_0422,Female,56,North America,Premium,PayPal,38.3,41,4,3214.21,12856.85,14,0,Beauty,4028.25
CUST_0423,Female,44,Europe,Mid-Range,PayPal,36.4,139,7,429.12,3003.82,18,1,Electronics,919.54
CUST_0424,Male,53,Asia,Premium,Bank Transfer,44.3,80,6,1356.8,8140.78,12,2,Books,1837.65
CUST_0425,Female,46,Europe,Budget,Bank Transfer,55.6,145,5,173.65,868.24,20,2,Beauty,149.91
CUST_0426,Male,55,Europe,Mid-Range,PayPal,54.4,362,4,337.81,1351.24,12,1,Beauty,260.81
CUST_0427,Male,50,Europe,Premium,Bank Transfer,50.8,64,2,1883.34,3766.68,4,0,Electronics,889.77
CUST_0428,Female,54,North America,Budget,PayPal,53.5,518,4,160.43,641.72,15,0,Beauty,143.94
CUST_0429,Male,44,Europe,Premium,Credit Card,27.9,491,6,2820.45,16922.7,21,1,Beauty,6672.03
CUST_0430,Female,50,North America,Budget,Credit Card,58.9,87,8,146.85,1174.82,25,1,Electronics,224.39
CUST_0431,Male,21,South America,Mid-Range,Debit Card,41.1,106,2,620.02,1240.05,9,1,Beauty,271.54
CUST_0432,Female,39,Asia,Premium,Credit Card,35.8,460,6,1890.2,11341.21,16,0,Food & Grocery,3801.52
CUST_0433,Male,19,North America,Mid-Range,PayPal,42.4,51,2,431.18,862.37,10,0,Books,244.06
CUST_0434,Female,27,South America,Budget,Bank Transfer,58.8,114,9,124.05,1116.47,29,1,Books,215.19
CUST_0435,Female,22,North America,Mid-Range,Debit Card,35.4,999,0,0.0,0.0,0,0,Unknown,0.0
CUST_0436,Female,27,North America,Mid-Range,Bank Transfer,50.2,29,10,395.59,3955.9,24,1,Beauty,898.35
CUST_0437,Female,50,Asia,Premium,PayPal,59.0,146,4,2167.46,8669.86,10,1,Toys,1542.94
CUST_0438,Female,55,Africa,Mid-Range,Credit Card,59.2,650,4,510.98,2043.93,15,0,Beauty,414.31
CUST_0439,Male,30,Africa,Budget,Debit Card,41.0,375,5,136.96,684.78,20,1,Home & Garden,180.39
CUST_0440,Male,48,North America,Mid-Range,PayPal,44.6,999,0,0.0,0.0,0,0,Unknown,0.0
CUST_0441,Male,64,Europe,Mid-Range,Debit Card,43.8,25,5,789.13,3945.63,20,0,Beauty,1081.0
CUST_0442,Female,53,South America,Mid-Range,Debit Card,29.5,123,6,824.31,4945.85,25,1,Sports,1844.22
CUST_0443,Male,62,Europe,Mid-Range,Credit Card,31.8,8,3,366.23,1098.69,9,0,Fashion,414.6
CUST_0444,Female,41,Europe,Premium,PayPal,42.8,57,4,2080.04,8320.16,13,0,Books,2332.76
CUST_0445,Female,69,North America,Mid-Range,Bank Transfer,55.5,684,3,664.02,1992.07,10,0,Electronics,430.72
CUST_0446,Male,32,North America,Mid-Range,Debit Card,59.0,426,4,696.3,2785.2,16,0,Electronics,566.48
CUST_0447,Male,46,North America,Budget,Debit Card,28.1,179,7,92.97,650.81,21,1,Home & Garden,258.07
CUST_0448,Female,25,North America,Budget,Bank Transfer,43.6,988,3,43.78,131.33,5,0,Books,36.15
CUST_0449,Male,22,Africa,Budget,PayPal,58.2,126,7,112.5,787.47,21,1,Books,150.77
CUST_0450,Female,46,North America,Budget,Debit Card,31.9,117,6,78.63,471.78,17,2,Toys,147.89
CUST_0451,Female,64,Africa,Mid-Range,Debit Card,54.6,610,3,464.27,1392.8,12,0,Beauty,306.11
CUST_0452,Female,21,Africa,Mid-Range,Debit Card,58.6,710,4,666.89,2667.55,16,1,Books,477.98
CUST_0453,Female,29,North America,Mid-Range,PayPal,40.6,172,6,350.19,2101.14,16,0,Toys,621.03
CUST_0454,Female,62,Asia,Premium,PayPal,58.6,253,3,1882.86,5648.59,9,0,Books,1156.71
CUST_0455,Male,19,South America,Premium,Bank Transfer,37.9,1,5,1741.54,8707.69,18,0,Beauty,2757.06
CUST_0456,Male,44,Europe,Premium,PayPal,31.5,45,3,2284.51,6853.52,8,0,Beauty,2610.87
CUST_0457,Female,48,Africa,Mid-Range,PayPal,52.9,110,3,623.33,1869.99,12,1,Books,353.5
CUST_0458,Female,68,South America,Mid-Range,Credit Card,47.1,301,5,483.86,2419.28,14,0,Books,616.38
CUST_0459,Male,68,Asia,Mid-Range,Bank Transfer,56.8,622,2,312.74,625.49,5,0,Electronics,132.14
CUST_0460,Male,53,Europe,Budget,Debit Card,28.8,295,5,112.98,564.9,17,0,Food & Grocery,235.38
CUST_0461,Female,53,Europe,Budget,PayPal,30.5,220,9,115.77,1041.9,24,1,Books,387.17
CUST_0462,Male,43,Africa,Premium,Debit Card,41.5,171,5,1920.26,9601.32,14,2,Toys,2221.02
CUST_0463,Female,60,North America,Premium,Debit Card,52.5,287,7,2886.69,20206.84,22,1,Beauty,4288.8
CUST_0464,Male,44,Asia,Budget,Credit Card,41.2,301,3,97.1,291.31,8,1,Electronics,70.7
CUST_0465,Female,22,Africa,Mid-Range,PayPal,40.6,38,13,664.99,8644.9,51,1,Books,2456.86
CUST_0466,Male,37,Asia,Premium,Bank Transfer,59.6,148,5,1541.08,7705.39,16,1,Food & Grocery,1396.28
CUST_0467,Female,28,North America,Budget,PayPal,39.8,129,5,61.03,305.16,12,0,Beauty,92.01
CUST_0468,Male,27,North America,Budget,Debit Card,58.1,677,2,23.35,46.71,4,0,Fashion,9.65
CUST_0469,Male,57,Africa,Premium,Bank Transfer,46.6,113,5,1488.49,7442.44,10,0,Home & Garden,1916.51
CUST_0470,Female,55,North America,Mid-Range,PayPal,38.5,30,5,246.93,1234.64,8,0,Electronics,384.83
CUST_0471,Male,23,South America,Budget,Debit Card,41.0,234,7,76.89,538.2,19,0,Fashion,157.53
CUST_0472,Female,25,Europe,Mid-Range,Debit Card,41.6,1336,2,1117.74,2235.48,9,0,Food & Grocery,644.85
CUST_0473,Male,40,Africa,Premium,Credit Card,43.1,327,5,1708.04,8540.19,12,0,Fashion,2377.78
CUST_0474,Female,64,Asia,Mid-Range,Credit Card,50.1,273,9,475.04,4275.33,37,0,Electronics,1024.04
CUST_0475,Male,43,South America,Budget,Credit Card,29.0,34,6,91.12,546.73,17,0,Electronics,226.23
CUST_0476,Female,63,Africa,Budget,Debit Card,52.0,179,3,139.02,417.06,9,0,Fashion,96.24
CUST_0477,Male,60,North America,Mid-Range,PayPal,53.9,194,4,337.18,1348.72,14,0,Books,300.27
CUST_0478,Female,29,North America,Mid-Range,Credit Card,38.1,2,5,537.64,2688.19,16,0,Books,846.68
CUST_0479,Male,43,North America,Mid-Range,PayPal,36.5,354,3,800.95,2402.84,12,0,Beauty,789.98
CUST_0480,Female,30,North America,Budget,Credit Card,50.2,153,4,91.68,366.73,12,0,Food & Grocery,87.66
CUST_0481,Female,57,Asia,Premium,Bank Transfer,52.8,481,7,1182.96,8280.69,15,0,Electronics,1881.98
CUST_0482,Female,35,South America,Budget,Bank Transfer,51.9,619,3,108.54,325.61,8,0,Books,75.29
CUST_0483,Male,42,Europe,Budget,Credit Card,47.4,202,7,129.78,908.49,17,1,Books,213.56
CUST_0484,Female,50,Asia,Budget,Debit Card,56.4,170,1,65.82,65.82,2,0,Fashion,14.0
CUST_0485,Male,64,Asia,Budget,Credit Card,38.0,96,9,78.57,707.1,25,2,Toys,198.49
CUST_0486,Female,57,Europe,Mid-Range,Credit Card,38.9,15,4,557.0,2228.01,14,1,Home & Garden,601.39
